DateTime,AQI,CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3
2020-11-25 01:00:00,5,3578.19,63.48,21.25,0.42,32.42,59.21,101.61,18.49
2020-11-25 02:00:00,5,4219.06,76.89,27.42,0.77,41.49,66.92,116.78,23.81
2020-11-25 03:00:00,5,4005.43,72.42,34.27,1.29,47.21,68.18,124.09,28.63
2020-11-25 04:00:00,4,2296.45,31.29,35.3,1.79,32.42,36.84,67.14,17.23
2020-11-25 05:00:00,4,1815.8,19.0,35.3,1.21,25.99,27.54,47.35,12.54
2020-11-25 06:00:00,3,1762.39,16.54,34.96,0.53,24.08,24.71,40.32,10.64
2020-11-25 07:00:00,3,1789.09,16.76,32.22,1.11,21.46,22.9,36.53,9.63
2020-11-25 08:00:00,4,2082.82,22.35,33.93,2.33,23.6,25.74,40.53,10.39
2020-11-25 09:00:00,4,2590.18,30.85,38.73,2.48,28.37,31.34,48.57,11.65
2020-11-25 10:00:00,4,4058.84,60.8,45.24,0.98,39.58,48.16,73.78,15.83
2020-11-25 11:00:00,5,5500.79,92.98,45.93,0.08,47.21,68.09,108.15,20.27
2020-11-25 12:00:00,5,5393.98,91.2,40.78,0.0,42.92,77.36,130.46,23.05
2020-11-25 13:00:00,5,11535.65,198.48,47.3,0.0,76.29,237.61,354.04,62.82
2020-11-25 14:00:00,5,17517.09,303.98,56.89,0.0,121.12,438.87,632.59,123.62
2020-11-25 15:00:00,5,20721.44,354.05,65.12,0.0,154.5,587.08,844.14,176.31
2020-11-25 16:00:00,5,22857.67,386.24,73.34,0.0,177.38,668.66,966.7,204.68
2020-11-25 17:00:00,5,22644.04,386.24,75.4,0.0,173.57,635.1,918.24,186.44
2020-11-25 18:00:00,5,20507.81,354.05,71.29,0.0,150.68,573.69,830.76,158.07
2020-11-25 19:00:00,5,15380.86,264.65,55.52,0.0,107.77,455.02,678.58,118.55
2020-11-25 20:00:00,5,10147.09,177.03,35.3,0.0,65.8,338.61,530.51,80.05
2020-11-25 21:00:00,5,7049.56,123.38,20.91,0.0,36.24,265.93,431.77,46.61
2020-11-25 22:00:00,5,4753.11,84.04,14.91,0.0,18.36,188.23,313.1,14.82
2020-11-25 23:00:00,5,4592.9,81.36,13.71,0.0,18.84,170.37,281.27,12.29
2020-11-26 00:00:00,5,6568.91,116.23,18.85,0.01,32.9,190.51,301.43,19.25
2020-11-26 01:00:00,5,5821.23,105.5,25.71,0.06,43.39,122.05,189.3,19.76
2020-11-26 02:00:00,5,7476.81,130.53,31.19,0.11,57.22,129.18,198.29,26.6
2020-11-26 03:00:00,5,6835.94,144.84,34.62,0.17,72.48,137.16,216.53,34.45
2020-11-26 04:00:00,5,3417.97,73.31,36.67,0.17,56.74,74.56,117.22,19.25
2020-11-26 05:00:00,4,2349.85,40.68,35.64,0.13,41.01,46.19,73.62,14.69
2020-11-26 06:00:00,4,1976.01,26.38,35.99,0.65,31.95,33.51,55.09,13.55
2020-11-26 07:00:00,3,1602.17,14.31,34.27,3.17,22.41,23.13,38.63,11.4
2020-11-26 08:00:00,2,1468.66,10.28,32.56,5.1,18.36,19.21,31.55,10.13
2020-11-26 09:00:00,2,1535.42,10.95,32.22,4.07,17.41,19.05,30.46,9.63
2020-11-26 10:00:00,4,2883.91,38.89,35.3,0.83,26.7,32.45,51.44,13.81
2020-11-26 11:00:00,5,4432.68,71.53,37.7,0.06,36.72,51.73,84.49,19.25
2020-11-26 12:00:00,5,4646.3,76.0,37.01,0.0,37.19,64.99,111.28,23.05
2020-11-26 13:00:00,5,4913.33,76.89,40.44,0.0,39.1,85.67,146.39,27.36
2020-11-26 14:00:00,5,5020.14,75.1,43.18,0.0,39.1,104.13,175.12,27.87
2020-11-26 15:00:00,5,4966.74,71.53,43.18,0.0,38.15,118.56,197.98,27.36
2020-11-26 16:00:00,5,4592.9,65.27,40.44,0.0,33.85,113.01,189.66,22.55
2020-11-26 17:00:00,5,3364.56,47.83,32.56,0.0,24.8,79.24,141.04,13.55
2020-11-26 18:00:00,4,2056.12,27.49,24.68,0.0,16.69,49.54,94.18,8.61
2020-11-26 19:00:00,4,1241.68,12.63,18.17,0.07,10.73,31.83,62.99,6.21
2020-11-26 20:00:00,4,1054.76,8.94,14.91,0.15,8.94,29.51,58.52,5.76
2020-11-26 21:00:00,4,1054.76,9.16,13.71,0.12,8.94,31.21,61.35,6.02
2020-11-26 22:00:00,4,1228.33,12.85,14.22,0.03,10.85,35.76,68.24,6.65
2020-11-26 23:00:00,4,1562.12,20.34,16.97,0.01,15.02,40.72,74.14,8.04
2020-11-27 00:00:00,5,2830.51,46.49,21.94,0.2,26.7,60.31,101.18,14.44
2020-11-27 01:00:00,5,4379.27,82.25,30.16,0.77,45.3,77.71,124.21,21.28
2020-11-27 02:00:00,5,5393.98,105.5,41.81,1.61,61.99,93.38,149.27,30.15
2020-11-27 03:00:00,5,5126.95,92.09,57.58,3.93,67.71,92.67,152.44,34.96
2020-11-27 04:00:00,4,2670.29,31.74,54.84,10.46,42.44,46.64,81.14,21.03
2020-11-27 05:00:00,4,2002.72,14.75,52.78,14.84,33.85,32.43,57.96,16.72
2020-11-27 06:00:00,4,1922.61,10.62,56.89,14.31,34.33,29.57,53.98,16.21
2020-11-27 07:00:00,4,2162.93,10.84,65.12,8.14,36.24,32.12,59.04,17.73
2020-11-27 08:00:00,4,2883.91,21.46,74.03,3.4,43.39,42.07,73.36,20.77
2020-11-27 09:00:00,5,3685.0,38.89,80.2,0.81,52.93,52.46,86.51,22.8
2020-11-27 10:00:00,5,16021.73,293.26,97.33,0.16,104.9,198.98,278.22,43.57
2020-11-27 11:00:00,5,34606.93,672.34,126.12,0.01,154.5,465.65,619.36,58.26
2020-11-27 12:00:00,5,44433.59,872.61,148.06,0.0,158.31,706.27,938.22,68.9
2020-11-27 13:00:00,5,46142.58,886.92,153.54,0.0,141.14,901.05,1203.92,72.96
2020-11-27 14:00:00,5,39733.89,743.87,134.35,0.0,101.09,919.3,1244.7,52.18
2020-11-27 15:00:00,5,27130.13,486.37,97.33,0.0,70.57,719.1,1003.65,38.0
2020-11-27 16:00:00,5,10360.72,166.3,62.38,0.0,41.01,270.77,438.28,25.59
2020-11-27 17:00:00,5,7049.56,108.18,50.04,0.0,32.42,177.61,311.81,17.99
2020-11-27 18:00:00,5,6034.85,88.51,46.61,0.0,27.18,159.09,272.92,14.95
2020-11-27 19:00:00,5,4966.74,66.16,45.93,0.0,23.37,146.79,243.95,14.44
2020-11-27 20:00:00,5,4005.43,47.83,43.87,0.0,20.74,131.46,215.74,13.3
2020-11-27 21:00:00,5,3391.27,37.1,45.24,0.0,21.22,124.26,197.52,13.05
2020-11-27 22:00:00,5,3150.94,32.63,50.04,0.0,24.56,126.49,190.61,13.55
2020-11-27 23:00:00,5,3150.94,34.87,50.04,0.01,28.13,130.21,191.33,13.68
2020-11-28 00:00:00,5,3578.19,47.39,48.67,0.81,34.33,131.07,193.08,15.96
2020-11-28 01:00:00,5,3952.03,54.99,57.58,4.92,42.44,120.89,173.66,17.23
2020-11-28 02:00:00,5,4539.49,52.3,80.88,12.16,48.64,125.43,173.85,19.51
2020-11-28 03:00:00,5,4379.27,30.85,104.19,37.55,51.5,131.17,175.03,20.52
2020-11-28 04:00:00,5,3631.59,12.29,90.48,101.57,44.35,119.29,155.87,17.23
2020-11-28 05:00:00,5,2937.32,4.92,59.63,161.65,33.38,97.63,128.08,14.44
2020-11-28 06:00:00,5,2296.45,2.52,38.73,188.83,26.46,76.81,103.37,12.92
2020-11-28 07:00:00,4,1628.88,1.05,29.82,138.76,19.55,46.61,67.67,10.89
2020-11-28 08:00:00,4,1321.79,0.89,29.13,81.54,15.26,27.91,45.67,10.77
2020-11-28 09:00:00,2,1228.33,1.17,30.16,43.99,13.23,19.25,33.96,10.26
2020-11-28 10:00:00,3,1976.01,7.38,46.61,9.66,18.84,24.24,41.19,12.29
2020-11-28 11:00:00,4,2616.88,23.92,42.16,0.24,22.41,31.58,53.91,14.57
2020-11-28 12:00:00,4,2429.96,25.03,33.24,0.01,19.55,34.64,62.04,15.71
2020-11-28 13:00:00,4,2136.23,19.22,30.85,0.03,17.41,37.99,70.0,15.96
2020-11-28 14:00:00,4,1735.69,11.74,28.45,0.22,14.54,36.43,68.94,13.93
2020-11-28 15:00:00,4,1455.31,7.04,25.71,0.77,12.16,33.27,64.11,11.4
2020-11-28 16:00:00,4,1295.09,5.31,23.31,1.29,10.37,27.91,53.74,8.61
2020-11-28 17:00:00,3,1094.82,3.91,20.91,1.72,8.46,21.12,40.72,5.89
2020-11-28 18:00:00,2,881.2,1.87,17.82,3.31,7.15,17.71,33.12,4.88
2020-11-28 19:00:00,2,714.3,0.73,14.22,6.35,5.96,15.71,28.19,4.37
2020-11-28 20:00:00,2,634.19,0.45,12.34,8.05,5.54,14.77,25.73,4.24
2020-11-28 21:00:00,2,607.49,0.44,12.0,8.14,5.72,14.51,24.81,4.18
2020-11-28 22:00:00,2,627.52,0.72,13.2,6.53,6.44,14.7,25.36,4.43
2020-11-28 23:00:00,2,734.33,1.77,15.25,3.84,7.51,15.76,27.27,5.0
2020-11-29 00:00:00,3,1268.39,10.28,18.17,0.66,11.21,23.49,39.73,7.54
2020-11-29 01:00:00,4,2136.23,28.39,19.71,0.24,17.41,33.12,55.78,10.64
2020-11-29 02:00:00,4,2243.04,31.29,20.91,0.52,19.55,33.51,59.11,12.92
2020-11-29 03:00:00,4,1708.98,21.23,21.76,1.4,17.88,27.54,51.88,13.81
2020-11-29 04:00:00,2,894.55,4.53,18.51,6.44,9.66,12.31,22.6,7.41
2020-11-29 05:00:00,1,794.41,2.52,17.31,8.94,8.82,9.06,15.84,5.83
2020-11-29 06:00:00,1,854.49,2.4,19.71,8.76,10.13,9.13,15.87,5.95
2020-11-29 07:00:00,2,1014.71,3.55,23.99,4.83,13.11,10.9,18.16,6.33
2020-11-29 08:00:00,2,1201.63,6.87,25.71,2.66,14.78,13.44,21.15,6.33
2020-11-29 09:00:00,2,1348.5,8.72,26.73,2.39,14.78,15.1,22.69,5.38
2020-11-29 10:00:00,2,1815.8,17.66,27.08,0.78,16.45,19.21,28.31,5.13
2020-11-29 11:00:00,3,2189.64,27.49,24.33,0.05,17.17,23.49,35.14,5.38
2020-11-29 12:00:00,4,2029.42,24.81,20.91,0.01,15.02,25.39,39.6,5.89
2020-11-29 13:00:00,4,1949.31,22.35,18.85,0.01,14.42,30.05,48.21,6.9
2020-11-29 14:00:00,4,1842.5,20.56,17.99,0.01,14.07,33.62,55.51,7.28
2020-11-29 15:00:00,4,1815.8,19.22,17.65,0.02,13.59,36.33,61.02,7.66
2020-11-29 16:00:00,4,1735.69,18.33,17.82,0.02,12.76,34.5,61.29,7.28
2020-11-29 17:00:00,3,1428.6,13.52,17.99,0.08,10.25,24.48,46.38,5.0
2020-11-29 18:00:00,3,1108.17,7.94,18.17,0.39,9.3,19.05,35.36,4.5
2020-11-29 19:00:00,2,827.79,2.68,17.48,2.59,8.23,15.27,26.11,3.77
2020-11-29 20:00:00,2,720.98,1.06,16.28,5.23,7.75,14.27,23.02,3.58
2020-11-29 21:00:00,2,707.63,0.98,16.11,5.36,7.87,14.44,22.86,3.61
2020-11-29 22:00:00,2,734.33,1.75,16.79,3.49,8.7,14.74,23.05,3.67
2020-11-29 23:00:00,2,881.2,4.64,16.97,1.13,10.01,16.45,25.92,4.24
2020-11-30 00:00:00,4,1575.47,18.33,16.97,0.46,14.54,27.08,42.24,6.78
2020-11-30 01:00:00,4,2750.4,42.02,19.36,0.95,21.94,40.43,61.18,8.74
2020-11-30 02:00:00,4,3044.13,46.94,22.28,2.21,24.08,43.73,66.81,9.25
2020-11-30 03:00:00,4,2483.37,32.19,26.39,6.53,21.94,39.68,62.78,8.99
2020-11-30 04:00:00,4,1895.9,15.2,30.5,14.31,18.84,31.45,51.08,7.92
2020-11-30 05:00:00,3,1575.47,9.28,28.45,21.64,17.64,24.42,39.38,7.35
2020-11-30 06:00:00,3,1401.9,6.43,27.42,30.04,16.93,20.6,32.41,7.09
2020-11-30 07:00:00,2,1188.28,3.97,25.02,31.83,14.19,16.67,25.92,6.27
2020-11-30 08:00:00,2,1241.68,5.48,25.36,29.68,14.42,16.52,25.53,6.21
2020-11-30 09:00:00,2,1375.2,7.71,27.42,24.32,14.54,16.86,26.22,6.27
2020-11-30 10:00:00,3,1842.5,14.31,33.59,9.84,17.41,20.52,32.49,7.28
2020-11-30 11:00:00,3,2162.93,22.35,31.87,0.83,19.07,24.56,40.11,8.49
2020-11-30 12:00:00,4,2029.42,21.01,27.42,0.03,17.88,27.74,46.65,9.37
2020-11-30 13:00:00,4,2056.12,20.56,26.39,0.03,18.12,34.95,57.36,10.13
2020-11-30 14:00:00,4,2056.12,19.89,25.02,0.02,17.41,40.29,65.87,9.63
2020-11-30 15:00:00,4,1976.01,18.55,23.31,0.03,16.21,42.75,70.59,9.12
2020-11-30 16:00:00,4,1949.31,19.22,21.94,0.02,14.9,40.26,68.07,8.11
2020-11-30 17:00:00,4,1695.63,17.43,20.22,0.03,12.76,30.75,53.42,5.64
2020-11-30 18:00:00,4,1361.85,12.85,18.17,0.07,10.85,25.39,44.09,4.88
2020-11-30 19:00:00,3,1041.41,7.26,16.28,0.38,8.94,21.56,38.39,4.75
2020-11-30 20:00:00,2,834.47,3.8,15.25,1.14,8.11,18.14,33.1,4.69
2020-11-30 21:00:00,2,747.68,2.68,14.91,1.83,8.23,16.34,30.01,4.56
2020-11-30 22:00:00,2,767.71,3.69,15.42,1.25,9.3,16.13,29.67,4.62
2020-11-30 23:00:00,2,907.9,7.15,15.42,0.41,10.97,17.49,32.31,5.19
2020-12-01 00:00:00,4,1508.71,18.55,16.62,0.35,15.26,25.39,44.98,7.73
2020-12-01 01:00:00,4,2162.93,31.74,19.71,1.65,20.74,31.17,55.18,9.88
2020-12-01 02:00:00,4,2403.26,35.76,23.65,4.07,24.32,34.42,63.8,12.67
2020-12-01 03:00:00,4,2136.23,25.48,30.5,12.34,24.56,32.99,63.34,14.19
2020-12-01 04:00:00,2,1148.22,6.71,21.94,31.83,14.42,16.96,31.33,8.04
2020-12-01 05:00:00,2,961.3,3.47,19.54,39.7,11.92,14.11,23.7,6.46
2020-12-01 06:00:00,2,974.66,2.96,20.74,36.48,11.56,13.47,21.66,5.89
2020-12-01 07:00:00,2,1094.82,3.74,24.68,24.32,12.76,13.96,22.25,6.14
2020-12-01 08:00:00,2,1281.74,5.09,29.47,13.05,14.31,15.45,24.56,6.71
2020-12-01 09:00:00,2,1482.01,6.71,32.9,5.63,15.74,17.16,27.2,6.97
2020-12-01 10:00:00,4,2723.69,32.63,34.62,1.63,23.37,29.65,47.85,10.39
2020-12-01 11:00:00,4,3952.03,61.69,33.24,0.36,29.56,45.14,75.92,13.68
2020-12-01 12:00:00,5,4058.84,65.27,29.13,0.0,29.09,56.6,99.03,15.71
2020-12-01 13:00:00,5,4592.9,73.31,26.73,0.0,30.99,82.82,142.47,18.49
2020-12-01 14:00:00,5,5073.55,79.57,25.02,0.0,31.47,110.24,188.52,19.25
2020-12-01 15:00:00,5,5126.95,78.68,22.96,0.0,29.8,126.66,217.98,19.25
2020-12-01 16:00:00,5,6835.94,111.76,22.96,0.0,33.38,175.46,289.13,20.01
2020-12-01 17:00:00,5,8544.92,150.2,22.28,0.0,31.95,205.81,332.51,15.45
2020-12-01 18:00:00,5,8972.17,164.51,19.19,0.0,28.13,226.75,362.77,17.48
2020-12-01 19:00:00,5,7904.05,148.42,15.42,0.0,24.56,232.74,372.49,20.77
2020-12-01 20:00:00,5,6675.72,126.96,12.0,0.0,19.79,229.08,370.69,18.75
2020-12-01 21:00:00,5,6088.26,119.81,10.37,0.0,17.88,239.11,382.58,16.47
2020-12-01 22:00:00,5,6248.47,126.96,11.48,0.0,18.84,254.45,390.47,14.57
2020-12-01 23:00:00,5,6942.75,143.05,14.22,0.0,22.41,272.08,402.54,13.3
2020-12-02 00:00:00,5,9399.41,189.54,21.42,0.06,38.15,317.23,451.43,19.51
2020-12-02 01:00:00,5,5767.82,121.59,49.35,0.79,64.85,175.74,239.18,18.24
2020-12-02 02:00:00,5,5821.23,119.81,58.26,1.59,71.53,149.63,210.27,21.53
2020-12-02 03:00:00,5,4379.27,76.89,57.58,3.67,56.74,99.04,155.97,22.29
2020-12-02 04:00:00,4,1682.28,17.21,32.9,5.72,21.7,29.04,51.67,10.89
2020-12-02 05:00:00,2,1174.93,6.76,26.39,8.05,15.74,16.85,29.81,8.23
2020-12-02 06:00:00,2,1188.28,4.08,31.53,11.0,19.79,18.55,31.78,8.23
2020-12-02 07:00:00,3,1255.04,5.09,32.56,19.67,23.6,20.3,32.61,7.98
2020-12-02 08:00:00,3,1441.96,7.15,33.59,31.83,23.84,22.31,33.79,8.23
2020-12-02 09:00:00,4,1735.69,7.82,39.07,40.77,23.13,26.37,37.82,8.61
2020-12-02 10:00:00,4,3284.45,23.02,64.43,18.06,31.47,43.5,61.24,12.16
2020-12-02 11:00:00,5,5233.76,65.27,62.38,0.98,41.01,65.93,95.08,15.71
2020-12-02 12:00:00,5,5447.39,81.36,46.61,0.0,39.58,79.07,117.76,16.97
2020-12-02 13:00:00,5,5180.36,78.68,39.41,0.0,36.24,91.3,137.91,17.73
2020-12-02 14:00:00,5,4325.87,63.48,32.22,0.0,31.47,90.4,139.81,16.47
2020-12-02 15:00:00,5,3471.37,48.28,26.05,0.0,26.23,81.58,131.0,14.69
2020-12-02 16:00:00,5,2910.61,40.23,22.28,0.0,22.65,68.33,110.76,11.65
2020-12-02 17:00:00,5,2429.96,35.32,19.88,0.0,19.31,52.04,82.37,7.54
2020-12-02 18:00:00,4,1842.5,27.49,18.51,0.0,18.12,41.6,62.85,5.76
2020-12-02 19:00:00,4,1388.55,20.12,17.48,0.0,16.93,36.51,53.33,4.94
2020-12-02 20:00:00,4,1174.93,16.32,16.28,0.0,14.78,34.21,48.81,4.62
2020-12-02 21:00:00,4,1068.12,15.2,14.57,0.0,14.19,31.99,45.07,4.5
2020-12-02 22:00:00,4,1014.71,16.09,13.2,0.0,15.02,29.12,42.08,4.5
2020-12-02 23:00:00,4,1148.22,19.89,13.02,0.0,17.17,30.39,44.04,5.26
2020-12-03 00:00:00,4,2029.42,37.1,15.08,0.02,23.84,45.54,65.13,8.99
2020-12-03 01:00:00,5,3685.0,72.42,19.54,0.06,36.24,70.42,97.22,13.05
2020-12-03 02:00:00,5,4966.74,102.82,23.31,0.17,46.25,93.1,126.66,15.45
2020-12-03 03:00:00,5,5447.39,112.65,29.13,1.33,52.45,108.47,148.54,16.47
2020-12-03 04:00:00,5,4859.92,86.73,45.93,3.22,50.55,103.26,141.5,13.81
2020-12-03 05:00:00,5,3898.62,56.77,57.58,5.9,48.16,90.09,122.77,11.02
2020-12-03 06:00:00,5,3204.35,38.89,66.49,8.49,52.45,83.55,111.33,9.37
2020-12-03 07:00:00,5,2483.37,25.26,60.32,2.66,50.07,69.42,89.97,7.85
2020-12-03 08:00:00,5,2296.45,20.79,55.52,3.89,42.92,62.75,79.09,7.47
2020-12-03 09:00:00,5,2349.85,16.99,61.69,5.36,39.1,62.95,77.53,7.09
2020-12-03 10:00:00,5,5447.39,71.53,76.08,1.4,52.93,103.22,128.86,11.15
2020-12-03 11:00:00,5,9933.47,162.72,82.25,0.06,70.57,171.25,218.3,14.95
2020-12-03 12:00:00,5,11322.02,193.12,80.2,0.0,74.39,230.28,302.0,20.01
2020-12-03 13:00:00,5,11001.59,184.18,73.34,0.0,68.67,272.95,364.23,23.56
2020-12-03 14:00:00,5,8438.11,132.32,61.69,0.0,51.98,248.49,340.7,19.0
2020-12-03 15:00:00,5,5180.36,71.53,45.93,0.0,34.33,169.33,245.71,14.44
2020-12-03 16:00:00,5,2750.4,32.19,29.82,0.0,21.22,79.93,126.51,9.88
2020-12-03 17:00:00,4,2056.12,26.15,20.74,0.0,15.97,46.52,78.2,6.71
2020-12-03 18:00:00,4,1548.77,20.56,15.42,0.0,13.23,31.92,54.52,5.57
2020-12-03 19:00:00,3,1108.17,13.75,12.34,0.01,11.09,24.19,43.3,5.38
2020-12-03 20:00:00,2,807.76,9.05,10.71,0.05,9.89,18.64,34.96,5.13
2020-12-03 21:00:00,2,654.22,6.54,10.88,0.18,9.78,15.03,28.79,4.75
2020-12-03 22:00:00,2,607.49,5.76,12.17,0.35,10.37,12.72,24.61,4.5
2020-12-03 23:00:00,2,700.95,6.76,13.2,0.38,11.09,12.59,24.94,4.88
2020-12-04 00:00:00,3,1228.33,15.42,15.08,0.91,14.54,18.94,35.25,7.09
2020-12-04 01:00:00,4,2002.72,30.4,18.85,1.61,20.5,26.31,46.58,9.12
2020-12-04 02:00:00,4,2349.85,37.55,22.28,2.08,25.03,29.52,52.12,10.89
2020-12-04 03:00:00,4,2189.64,31.74,24.33,3.13,25.75,26.7,48.84,11.78
2020-12-04 04:00:00,3,1495.36,15.2,26.39,6.44,19.79,20.99,37.55,10.01
2020-12-04 05:00:00,3,1321.79,11.06,28.79,9.48,19.79,20.02,32.87,8.87
2020-12-04 06:00:00,3,1308.44,10.39,34.62,8.32,26.46,21.68,33.86,8.36
2020-12-04 07:00:00,4,1441.96,12.29,41.13,3.22,36.24,27.45,39.42,7.6
2020-12-04 08:00:00,4,1695.63,17.21,43.53,2.06,41.96,34.49,45.89,7.16
2020-12-04 09:00:00,4,1976.01,22.35,43.53,1.29,42.44,36.13,47.3,6.78
2020-12-04 10:00:00,4,2777.1,40.68,38.39,0.62,38.62,38.56,52.25,7.54
2020-12-04 11:00:00,4,3578.19,59.01,31.87,0.12,34.33,42.92,61.59,8.61
2020-12-04 12:00:00,4,3391.27,55.43,25.02,0.0,28.13,45.28,68.35,9.37
2020-12-04 13:00:00,4,2937.32,46.05,20.39,0.0,23.84,48.01,77.6,10.77
2020-12-04 14:00:00,4,2323.15,33.08,17.31,0.0,19.55,43.4,75.09,10.13
2020-12-04 15:00:00,4,1895.9,24.81,15.59,0.0,16.69,38.45,67.59,9.37
2020-12-04 16:00:00,4,1695.63,21.23,15.59,0.0,15.26,32.13,54.98,7.41
2020-12-04 17:00:00,3,1375.2,16.54,16.28,0.02,13.35,22.57,37.74,4.81
2020-12-04 18:00:00,2,907.9,7.15,16.28,0.39,10.13,15.51,25.9,3.58
2020-12-04 19:00:00,2,640.87,1.9,14.91,2.91,7.99,12.25,20.55,3.23
2020-12-04 20:00:00,2,554.09,0.74,13.71,5.81,7.57,11.5,19.1,3.23
2020-12-04 21:00:00,2,527.38,0.58,13.71,6.8,7.57,11.48,19.07,3.29
2020-12-04 22:00:00,2,560.76,0.86,14.74,5.81,7.87,11.71,19.3,3.33
2020-12-04 23:00:00,2,674.25,2.15,16.45,3.22,8.7,12.83,21.0,3.67
2020-12-05 00:00:00,3,1228.33,11.62,18.68,0.47,12.28,20.57,32.81,5.7
2020-12-05 01:00:00,4,2056.12,28.61,20.39,0.42,17.88,29.27,45.12,7.22
2020-12-05 02:00:00,4,2243.04,33.98,21.76,0.85,21.22,32.05,49.54,8.11
2020-12-05 03:00:00,4,1815.8,26.38,23.31,1.99,23.37,28.97,45.78,8.49
2020-12-05 04:00:00,2,1081.47,13.64,23.31,3.26,27.66,18.3,28.02,5.07
2020-12-05 05:00:00,2,907.9,12.74,22.96,5.45,34.81,16.82,23.93,3.71
2020-12-05 06:00:00,2,921.25,11.06,27.08,8.85,37.67,17.8,23.95,3.17
2020-12-05 07:00:00,2,961.3,8.61,30.5,12.34,36.72,18.79,25.11,3.17
2020-12-05 08:00:00,2,1054.76,7.26,31.87,12.7,30.99,18.5,25.47,3.58
2020-12-05 09:00:00,2,1148.22,7.49,31.19,7.51,23.37,16.27,23.57,3.77
2020-12-05 10:00:00,3,1842.5,20.56,31.87,1.0,23.84,21.56,32.02,4.88
2020-12-05 11:00:00,4,2563.48,37.1,31.19,0.04,27.9,30.7,45.97,6.14
2020-12-05 12:00:00,4,2590.18,37.1,31.19,0.0,29.09,37.42,57.61,7.54
2020-12-05 13:00:00,4,2296.45,30.85,30.16,0.0,30.04,40.67,63.0,8.04
2020-12-05 14:00:00,4,1708.98,19.45,28.79,0.02,28.37,35.63,55.89,6.9
2020-12-05 15:00:00,4,1268.39,10.95,27.76,0.21,26.23,29.18,45.73,5.76
2020-12-05 16:00:00,3,988.01,6.09,27.42,0.84,25.51,22.33,33.74,4.12
2020-12-05 17:00:00,2,794.41,3.97,26.05,1.45,24.32,17.51,24.5,2.63
2020-12-05 18:00:00,2,620.84,2.12,23.99,2.33,23.6,15.65,20.9,2.31
2020-12-05 19:00:00,2,527.38,1.23,20.74,3.26,20.98,14.13,18.94,2.31
2020-12-05 20:00:00,2,480.65,1.02,17.48,3.67,16.93,12.17,16.89,2.5
2020-12-05 21:00:00,2,460.63,0.96,15.25,3.93,13.83,10.58,15.52,2.69
2020-12-05 22:00:00,2,473.98,1.29,14.91,3.49,12.64,10.15,15.31,2.88
2020-12-05 23:00:00,2,540.73,2.21,15.42,2.55,12.64,10.65,16.39,3.17
2020-12-06 00:00:00,2,921.25,8.05,17.31,0.67,14.66,15.66,24.44,4.56
2020-12-06 01:00:00,3,1455.31,19.0,18.68,0.24,19.07,20.57,31.23,5.19
2020-12-06 02:00:00,3,1455.31,19.89,19.71,0.31,22.17,20.17,30.62,4.88
2020-12-06 03:00:00,2,1134.87,13.64,20.91,0.31,24.56,17.65,26.61,4.37
2020-12-06 04:00:00,2,867.84,8.27,22.62,0.53,26.46,14.88,21.71,3.55
2020-12-06 05:00:00,2,834.47,7.15,23.99,1.04,27.42,14.14,20.19,3.29
2020-12-06 06:00:00,2,881.2,7.38,24.68,1.92,26.46,13.94,19.72,3.33
2020-12-06 07:00:00,2,934.6,7.38,23.65,4.74,21.94,13.28,19.38,3.61
2020-12-06 08:00:00,2,1028.06,7.82,23.65,3.17,18.36,13.23,19.91,4.02
2020-12-06 09:00:00,2,1188.28,10.84,23.65,1.41,17.17,14.26,21.53,4.37
2020-12-06 10:00:00,3,2002.72,27.49,24.33,0.25,20.74,22.05,32.1,5.45
2020-12-06 11:00:00,4,2964.02,46.49,27.08,0.02,24.8,34.19,49.14,6.71
2020-12-06 12:00:00,4,3044.13,46.94,27.08,0.0,24.08,43.45,63.75,8.04
2020-12-06 13:00:00,5,2883.91,42.02,24.68,0.0,22.41,51.33,76.77,9.37
2020-12-06 14:00:00,5,2403.26,32.63,22.96,0.0,21.46,50.56,77.18,8.99
2020-12-06 15:00:00,4,1976.01,24.36,22.28,0.0,21.46,46.36,71.59,8.23
2020-12-06 16:00:00,4,1682.28,19.67,22.28,0.0,21.46,38.81,58.91,6.52
2020-12-06 17:00:00,4,1348.5,14.75,20.74,0.01,18.84,28.5,41.49,4.18
2020-12-06 18:00:00,3,1068.12,10.28,19.02,0.05,16.45,23.55,33.26,3.83
2020-12-06 19:00:00,2,801.09,5.76,17.82,0.31,14.78,19.36,27.9,3.64
2020-12-06 20:00:00,2,660.9,3.63,17.48,0.76,14.9,16.92,24.76,3.61
2020-12-06 21:00:00,2,607.49,3.13,17.48,1.03,15.5,16.09,23.81,3.61
2020-12-06 22:00:00,2,634.19,3.97,17.31,0.77,15.02,16.08,23.92,3.74
2020-12-06 23:00:00,2,761.03,6.59,16.62,0.36,14.07,17.37,26.25,4.31
2020-12-07 00:00:00,4,1401.9,18.11,17.31,0.14,16.45,27.23,41.34,6.84
2020-12-07 01:00:00,4,2349.85,37.55,19.54,0.36,21.7,38.28,56.69,8.49
2020-12-07 02:00:00,4,2456.67,39.34,21.59,0.82,22.89,39.06,57.94,8.36
2020-12-07 03:00:00,4,1922.61,27.05,22.62,1.7,20.27,32.74,49.78,7.6
