time_code,value
20191031 17:13,65.81
20191031 17:33,75.84
20191031 17:53,87.18
20191031 18:13,34.56
20191031 18:33,41.88
20191031 18:53,52.17
20191031 19:13,44.19
20191031 19:33,20.28
20191031 19:53,22.16
20191031 20:13,23.76
20191031 20:33,12.39
20191031 20:53,15.96
20191031 21:13,35.91
20191031 21:33,63.69
20191031 21:53,9.27
20191031 22:13,23.26
20191031 22:33,48.17
20191031 22:53,68.28
20191101 00:33,2.01
20191101 06:33,5.58
20191101 06:53,12.78
20191101 07:33,60.36
20191101 07:53,58.44
20191101 08:13,55.95
20191101 08:33,58.38
20191101 08:53,74.76
20191101 09:13,79.81
20191101 09:33,70.05
20191101 09:53,57.27
20191101 10:13,61.86
20191101 10:33,76.53
20191101 10:53,64.83
20191101 11:13,56.44
20191101 11:33,73.29
20191101 11:53,70.45
20191101 12:13,40.05
20191101 12:33,37.14
20191101 12:53,13.75
20191101 13:13,11.77
20191101 13:33,62.85
20191101 13:55,88.1
20191101 14:13,118.54
20191101 14:33,111.67
20191101 14:53,105.61
20191101 15:13,111.76
20191101 15:33,65.19
20191101 15:53,42.71
20191101 16:13,61.73
20191101 16:33,80.4
20191101 16:53,99.68
20191101 17:13,108.01
20191101 17:33,109.72
20191101 17:53,163.74
20191101 18:13,153.66
20191101 18:33,162.07
20191101 18:53,159.54
20191101 19:13,156.75
20191101 19:33,152.34
20191101 19:53,135.65
20191101 20:13,100.35
20191101 20:33,102.33
20191101 20:53,81.13
20191101 21:13,85.44
20191101 21:33,55.14
20191101 21:53,64.39
20191101 22:13,62.79
20191101 22:33,49.92
20191101 22:53,55.71
20191101 23:13,15.53
20191102 04:53,0.22
20191102 05:13,0.21
20191102 07:33,5.43
20191102 08:13,9.55
20191102 08:33,8.8
20191102 08:53,10.71
20191102 09:13,14.84
20191102 09:53,15.27
20191102 10:13,21.15
20191102 10:33,21.63
20191102 10:53,28.61
20191102 11:13,28.35
20191102 11:33,69.42
20191102 11:53,59.76
20191102 12:13,26.85
20191102 12:33,42.02
20191102 12:53,34.71
20191102 13:13,36.43
20191102 13:33,43.14
20191102 13:55,83.31
20191102 14:15,85.05
20191102 14:34,65.34
20191102 14:54,75.55
20191102 15:13,84.73
20191102 15:33,85.23
20191102 15:53,97.47
20191102 16:13,120.18
20191102 16:33,91.89
20191102 16:53,86.7
20191102 17:13,81.12
20191102 17:33,110.79
20191102 17:53,75.06
20191102 18:13,83.73
20191102 18:33,64.42
20191102 18:53,61.02
20191102 19:13,69.84
20191102 19:33,44.21
20191102 19:53,39.15
20191102 20:13,16.96
20191102 20:33,14.91
20191102 20:53,16.36
20191102 21:13,21.77
20191102 21:33,30.96
20191102 21:53,34.31
20191102 22:13,25.77
20191102 22:33,30.62
20191102 22:53,20.58
20191102 23:13,15.76
20191102 23:33,9.87
20191103 00:33,1.47
20191103 01:53,0.21
20191103 02:13,0.63
20191103 06:13,3.17
20191103 06:53,7.95
20191103 07:13,5.04
20191103 07:33,6.55
20191103 07:53,12.72
20191103 08:13,17.43
20191103 08:33,8.31
20191103 08:53,10.8
20191103 09:13,9.69
20191103 09:33,11.25
20191103 09:53,8.89
20191103 10:13,13.8
20191103 10:33,16.77
20191103 10:53,18.0
20191103 11:13,17.92
20191103 11:33,22.89
20191103 11:53,14.74
20191103 12:13,18.27
20191103 12:33,25.63
20191103 12:53,21.3
20191103 13:13,11.52
20191103 13:33,18.72
20191103 13:58,20.67
20191103 14:18,16.32
20191103 14:37,14.58
20191103 14:55,15.8
20191103 15:15,13.02
20191103 15:34,11.9
20191103 15:53,7.85
20191103 16:13,15.26
20191103 16:33,15.03
20191103 16:53,10.74
20191103 17:13,12.45
20191103 17:33,11.19
20191103 17:53,17.52
20191103 18:13,10.04
20191103 18:33,6.48
20191103 18:53,18.0
20191103 19:33,11.74
20191103 19:53,9.77
20191103 20:13,4.45
20191103 20:33,4.76
20191103 20:53,13.3
20191103 21:13,6.03
20191103 21:53,8.26
20191103 22:33,15.68
20191104 05:13,1.38
20191104 06:33,2.24
20191104 07:13,5.55
20191104 07:33,34.44
20191104 07:53,20.88
20191104 08:13,38.64
20191104 08:33,62.55
20191104 08:53,49.49
20191104 09:13,21.75
20191104 09:33,30.18
20191104 09:53,35.37
20191104 10:13,53.43
20191104 10:33,50.41
20191104 10:53,71.14
20191104 11:13,44.51
20191104 11:33,54.98
20191104 11:53,66.18
20191104 12:13,45.9
20191104 12:33,47.46
20191104 12:53,57.88
20191104 13:13,71.61
20191104 13:33,48.0
20191104 13:56,59.33
20191104 14:15,61.23
20191104 14:35,41.03
20191104 14:54,19.34
20191104 15:14,28.26
20191104 15:34,60.23
20191104 15:53,102.04
20191104 16:13,52.53
20191104 16:33,45.31
20191104 16:53,35.88
20191104 17:13,36.42
20191104 17:33,59.13
20191104 17:53,55.05
20191104 18:13,38.92
20191104 18:33,43.89
20191104 18:53,58.2
20191104 19:13,50.31
20191104 19:33,24.84
20191104 19:53,14.95
20191104 20:13,10.6
20191104 20:33,7.77
20191104 20:53,7.59
20191104 21:13,5.76
20191104 21:33,2.59
20191104 21:53,0.51
20191104 22:13,46.41
20191104 22:33,59.13
20191104 23:13,23.13
20191104 23:33,9.36
20191105 06:34,2.7
20191105 06:53,5.54
20191105 07:33,11.76
20191105 07:53,18.75
20191105 08:13,41.22
20191105 08:33,41.4
20191105 08:53,57.89
20191105 09:13,52.5
20191105 09:33,52.58
20191105 09:53,52.02
20191105 10:13,47.07
20191105 10:33,72.54
20191105 10:53,60.02
20191105 11:13,76.69
20191105 11:33,64.81
20191105 11:53,52.38
20191105 12:13,65.46
20191105 12:33,50.92
20191105 12:53,54.87
20191105 13:13,53.7
20191105 13:34,58.16
20191105 13:56,69.48
20191105 14:15,64.8
20191105 14:34,45.63
20191105 14:54,36.41
20191105 15:14,44.57
20191105 15:34,46.46
20191105 15:54,44.86
20191105 16:13,40.48
20191105 16:34,37.35
20191105 16:54,57.38
20191105 17:14,58.54
20191105 17:34,74.7
20191105 17:54,77.78
20191105 18:13,61.7
20191105 18:33,55.05
20191105 18:53,67.11
20191105 19:13,81.15
20191105 19:33,76.46
20191105 19:53,56.46
20191105 20:13,33.78
20191105 20:34,23.19
20191105 20:53,24.29
20191105 21:13,13.62
20191105 21:33,17.49
20191105 21:53,6.82
20191106 05:13,0.21
20191106 06:34,2.16
20191106 06:53,14.31
20191106 07:13,10.8
20191106 07:33,32.31
20191106 07:53,38.37
20191106 08:13,74.01
20191106 08:33,69.02
20191106 08:53,86.85
20191106 09:13,93.27
20191106 09:33,66.9
20191106 09:53,67.81
20191106 10:13,73.29
20191106 10:33,59.71
20191106 10:53,56.57
20191106 11:13,53.03
20191106 11:33,97.83
20191106 11:53,93.6
20191106 12:13,77.47
20191106 12:33,68.13
20191106 12:53,72.27
20191106 13:13,72.44
20191106 13:33,92.66
20191106 13:53,90.6
20191106 14:16,85.35
20191106 14:35,69.66
20191106 14:54,51.15
20191106 15:14,54.92
20191106 15:33,55.77
20191106 15:53,52.65
20191106 16:13,50.13
20191106 16:33,63.46
20191106 16:53,46.46
20191106 17:13,53.39
20191106 17:33,77.85
20191106 17:53,93.57
20191106 18:13,97.31
20191106 18:33,81.18
20191106 18:54,92.67
20191106 19:13,83.36
20191106 19:33,52.95
20191106 19:53,38.72
20191106 20:13,37.57
20191106 20:33,15.82
20191106 20:53,7.35
20191106 21:13,7.73
20191106 21:53,3.0
20191107 05:33,0.84
20191107 07:13,14.91
20191107 07:33,10.91
20191107 07:53,31.86
20191107 08:13,33.84
20191107 08:33,78.81
20191107 08:53,102.96
20191107 09:13,117.69
20191107 09:33,128.51
20191107 09:53,142.11
20191107 10:13,139.95
20191107 10:33,151.78
20191107 10:53,140.61
20191107 11:13,140.31
20191107 11:33,140.53
20191107 11:53,97.34
20191107 12:13,100.68
20191107 12:33,93.36
20191107 12:53,94.2
20191107 13:13,80.4
20191107 13:33,98.71
20191107 13:53,119.6
20191107 14:16,98.72
20191107 14:35,85.29
20191107 14:55,72.31
20191107 15:14,102.7
20191107 15:34,76.98
20191107 15:54,62.33
20191107 16:14,74.97
20191107 16:34,70.53
20191107 16:54,62.27
20191107 17:14,85.76
20191107 17:34,88.65
20191107 17:54,95.21
20191107 18:14,101.31
20191107 18:34,97.17
20191107 18:54,104.11
20191107 19:14,97.29
20191107 19:34,77.18
20191107 19:54,73.26
20191107 20:14,45.48
20191107 20:34,34.47
20191107 20:54,24.1
20191107 21:14,17.67
20191107 21:34,12.24
20191107 21:54,11.49
20191107 22:13,18.74
20191107 22:34,11.44
20191108 06:13,1.11
20191108 06:53,22.26
20191108 07:14,14.32
20191108 07:33,33.71
20191108 07:53,38.76
20191108 08:13,58.16
20191108 08:33,58.59
20191108 08:53,72.86
20191108 09:13,53.91
20191108 09:33,53.68
20191108 09:54,43.39
20191108 10:13,70.3
20191108 10:33,58.22
20191108 10:53,64.06
20191108 11:14,61.65
20191108 11:34,66.18
20191108 11:53,63.19
20191108 12:14,69.89
20191108 12:34,45.35
20191108 12:54,43.89
20191108 13:13,45.88
20191108 13:34,81.99
20191108 13:56,96.52
20191108 14:16,102.99
20191108 14:35,111.09
20191108 14:54,93.74
20191108 15:14,109.62
20191108 15:34,120.48
20191108 15:54,81.06
20191108 16:14,79.9
20191108 16:34,76.18
20191108 16:54,102.93
20191108 17:13,115.41
20191108 17:33,108.99
20191108 17:54,108.41
20191108 18:13,103.14
20191108 18:34,115.35
20191108 18:53,123.38
20191108 19:14,125.5
20191108 19:34,102.05
20191108 19:54,109.48
20191108 20:14,92.77
20191108 20:34,90.36
20191108 20:54,80.67
20191108 21:14,73.58
20191108 21:34,65.34
20191108 21:54,95.7
20191108 22:14,98.91
20191108 22:34,89.68
20191108 22:54,105.72
20191108 23:14,88.79
20191108 23:34,45.33
20191109 02:54,0.19
20191109 03:34,3.78
20191109 03:54,4.05
20191109 04:54,0.19
20191109 05:14,0.21
20191109 05:34,1.14
20191109 06:14,1.89
20191109 06:34,2.49
20191109 06:54,10.11
20191109 07:14,10.83
20191109 07:34,16.54
20191109 07:54,2.82
20191109 08:34,0.18
20191109 09:14,9.75
20191109 09:34,9.0
20191109 09:54,12.99
20191109 10:14,19.35
20191109 10:34,19.04
20191109 10:54,13.17
20191109 11:14,12.27
20191109 11:33,16.65
20191109 11:54,20.82
20191109 12:14,22.08
20191109 12:34,15.24
20191109 12:54,31.86
20191109 13:14,29.07
20191109 13:34,26.73
20191109 13:56,36.27
20191109 14:15,33.69
20191109 14:35,38.78
20191109 14:54,46.26
20191109 15:14,40.53
20191109 15:34,32.52
20191109 15:54,47.04
20191109 16:14,27.33
20191109 16:34,30.58
20191109 16:54,27.98
20191109 17:14,32.54
20191109 17:34,28.45
20191109 17:54,32.98
20191109 18:14,29.09
20191109 18:34,33.24
20191109 18:54,46.93
20191109 19:14,44.9
20191109 19:34,40.29
20191109 19:54,32.49
20191109 20:14,16.29
20191109 20:34,19.41
20191109 20:54,26.82
20191109 21:14,19.71
20191109 21:34,29.08
20191109 21:54,26.33
20191109 22:14,35.25
20191109 22:34,41.02
20191109 22:54,32.87
20191109 23:14,18.49
20191109 23:34,14.01
20191110 02:54,0.19
20191110 04:34,0.96
20191110 05:14,1.54
20191110 05:34,1.47
20191110 06:13,3.06
20191110 06:34,2.22
20191110 06:54,4.72
20191110 07:14,11.79
20191110 07:34,4.14
20191110 07:54,8.73
20191110 08:14,4.92
20191110 08:34,11.55
20191110 08:54,4.62
20191110 09:14,17.39
20191110 09:34,12.42
20191110 09:53,10.02
20191110 10:14,17.08
20191110 10:34,23.22
20191110 10:54,22.57
20191110 11:14,42.12
20191110 11:34,32.2
20191110 11:54,22.08
20191110 12:14,16.59
20191110 12:34,19.68
20191110 12:54,19.82
20191110 13:14,16.05
20191110 13:34,22.53
20191110 13:54,16.26
20191110 14:17,23.34
20191110 14:35,20.7
20191110 14:54,21.36
20191110 15:14,20.63
20191110 15:34,39.66
20191110 15:54,21.12
20191110 16:14,11.85
20191110 16:34,5.8
20191110 16:54,20.58
20191110 17:14,22.68
20191110 17:34,9.41
20191110 17:54,13.87
20191110 18:14,5.82
20191110 18:54,13.41
20191110 19:14,36.54
20191110 19:34,17.54
20191110 19:54,8.39
20191110 20:14,7.8
20191110 20:54,10.82
20191110 21:14,11.61
20191110 21:34,4.36
20191110 21:54,11.43
20191110 22:14,5.81
20191110 22:34,13.02
20191110 22:54,5.82
20191111 01:34,0.6
20191111 06:14,5.43
20191111 06:34,6.66
20191111 06:54,12.81
20191111 07:14,10.8
20191111 07:34,57.0
20191111 07:54,54.9
20191111 08:14,64.89
20191111 08:34,63.6
20191111 08:54,95.79
20191111 09:14,85.25
20191111 09:34,70.06
20191111 09:54,19.08
20191111 10:14,41.01
20191111 10:34,67.98
20191111 10:54,61.8
20191111 11:14,75.79
20191111 11:34,83.8
20191111 11:54,58.72
20191111 12:14,55.98
20191111 12:34,57.11
20191111 12:54,46.6
20191111 13:14,50.19
20191111 13:34,29.63
20191111 13:54,41.98
20191111 14:17,34.25
20191111 14:36,28.26
20191111 14:55,35.55
20191111 15:14,25.89
20191111 15:34,34.06
20191111 15:54,28.86
20191111 16:14,36.38
20191111 16:34,38.34
20191111 16:54,38.58
20191111 17:14,52.08
20191111 17:34,47.89
20191111 17:54,67.83
20191111 18:14,62.32
20191111 18:34,40.74
20191111 18:54,38.5
20191111 19:14,41.71
20191111 19:34,36.19
20191111 19:54,13.38
20191111 20:14,29.37
20191111 20:34,8.58
20191111 20:54,15.43
20191111 21:34,13.42
20191111 21:54,14.91
20191111 22:14,35.7
20191111 22:34,60.42
20191111 22:54,63.66
20191111 23:34,16.21
20191111 23:54,1.29
20191112 06:54,16.32
20191112 07:14,20.4
20191112 07:34,16.22
20191112 07:54,25.26
20191112 08:14,29.13
20191112 08:34,38.06
20191112 08:54,61.8
20191112 09:14,62.74
20191112 09:34,52.29
20191112 09:54,40.33
20191112 10:14,78.3
20191112 10:34,87.81
20191112 10:54,76.53
20191112 11:14,71.4
20191112 11:34,68.34
20191112 11:54,61.11
20191112 12:14,50.72
20191112 12:34,37.64
20191112 12:54,25.01
20191112 13:14,46.79
20191112 13:34,61.74
20191112 13:56,54.86
20191112 14:16,60.02
20191112 14:36,56.86
20191112 14:55,48.06
20191112 15:14,59.2
20191112 15:34,49.26
20191112 15:54,55.55
20191112 16:14,51.83
20191112 16:34,43.47
20191112 16:54,40.12
20191112 17:14,70.02
20191112 17:34,49.86
20191112 17:54,82.97
20191112 18:14,58.58
20191112 18:34,48.75
20191112 18:54,44.76
20191112 19:14,41.79
20191112 19:34,41.14
20191112 19:54,46.44
20191112 20:14,14.83
20191112 20:34,16.62
20191112 20:54,8.55
20191112 21:14,3.45
20191112 21:34,4.43
20191112 22:14,47.92
20191112 22:54,56.04
20191112 23:14,35.28
20191112 23:34,1.26
20191112 23:54,0.38
20191113 01:14,0.6
20191113 06:34,4.93
20191113 06:54,13.63
20191113 07:14,27.16
20191113 07:34,31.19
20191113 07:54,37.33
20191113 08:14,53.33
20191113 08:34,63.33
20191113 08:55,51.76
20191113 09:14,57.52
20191113 09:34,37.2
20191113 09:54,34.8
20191113 10:14,42.45
20191113 10:34,68.02
20191113 10:54,70.86
20191113 11:14,64.43
20191113 11:34,73.11
20191113 11:54,76.32
20191113 12:14,82.99
20191113 12:34,79.27
20191113 12:54,92.98
20191113 13:14,52.57
20191113 13:34,70.77
20191113 13:56,87.26
20191113 14:15,91.83
20191113 14:35,75.69
20191113 14:55,49.72
20191113 15:15,79.38
20191113 15:34,67.19
20191113 15:54,66.97
20191113 16:14,55.71
20191113 16:34,63.73
20191113 16:54,61.61
20191113 17:14,77.41
20191113 17:34,63.42
20191113 17:54,75.45
20191113 18:14,51.64
20191113 18:34,54.39
20191113 18:54,78.18
20191113 19:14,69.96
20191113 19:34,65.88
20191113 19:54,23.97
20191113 20:14,13.71
20191113 20:34,14.25
20191113 20:54,24.23
20191113 21:14,14.28
20191113 21:34,9.56
20191113 22:14,35.54
20191113 22:34,61.14
20191113 22:54,43.54
20191113 23:14,40.8
20191113 23:34,17.82
20191113 23:54,2.37
20191114 00:14,0.19
20191114 06:54,11.29
20191114 07:14,17.92
20191114 07:34,20.31
20191114 07:54,24.97
20191114 08:14,43.71
20191114 08:34,32.28
20191114 08:54,35.9
20191114 09:14,55.2
20191114 09:34,52.58
20191114 09:54,69.7
20191114 10:14,89.86
20191114 10:34,87.03
20191114 10:54,102.18
20191114 11:14,98.4
20191114 11:34,85.32
20191114 11:54,87.63
20191114 12:14,87.92
20191114 12:34,76.38
20191114 12:54,79.53
20191114 13:14,55.84
20191114 13:34,63.1
20191114 13:56,75.09
20191114 14:16,72.77
20191114 14:35,89.76
20191114 14:55,66.12
20191114 15:14,71.92
20191114 15:34,66.41
20191114 15:54,35.77
20191114 16:14,50.38
20191114 16:34,58.47
20191114 16:54,60.46
20191114 17:14,66.33
20191114 17:34,65.54
20191114 17:54,85.22
20191114 18:14,85.9
20191114 18:34,81.36
20191114 18:54,79.73
20191114 19:14,88.79
20191114 19:34,62.01
20191114 19:54,41.75
20191114 20:14,39.69
20191114 20:34,14.29
20191114 20:54,13.51
20191114 21:34,6.66
20191114 21:54,4.77
20191114 22:34,53.06
20191115 00:54,1.22
20191115 02:14,6.77
20191115 05:54,1.17
20191115 06:34,6.24
20191115 06:54,20.46
20191115 07:14,16.35
20191115 07:34,17.88
20191115 07:54,22.8
20191115 08:14,20.07
20191115 08:34,28.91
20191115 08:54,34.96
20191115 09:14,28.12
20191115 09:34,38.7
20191115 09:54,30.94
20191115 10:14,58.89
20191115 10:34,72.81
20191115 10:54,71.16
20191115 11:14,80.07
20191115 11:34,77.64
20191115 11:54,63.87
20191115 12:14,64.73
20191115 12:34,43.0
20191115 12:54,34.85
20191115 13:14,17.07
20191115 13:34,31.82
20191115 13:54,47.03
20191115 14:17,53.26
20191115 14:36,57.39
20191115 14:55,53.44
20191115 15:15,71.92
20191115 15:35,62.89
20191115 15:54,68.73
20191115 16:14,76.35
20191115 16:34,67.0
20191115 16:54,60.31
20191115 17:14,71.43
20191115 17:34,89.76
20191115 17:54,88.77
20191115 18:14,71.26
20191115 18:34,72.99
20191115 18:54,98.56
20191115 19:14,56.79
20191115 19:34,75.75
20191115 19:54,50.79
20191115 20:14,42.96
20191115 20:34,50.11
20191115 20:54,24.3
20191115 21:14,36.64
20191115 21:34,44.04
20191115 21:54,19.34
20191115 22:14,30.83
20191115 22:34,54.91
20191115 22:54,54.41
20191115 23:14,66.21
20191115 23:34,14.49
20191115 23:54,17.28
20191116 00:34,1.26
20191116 01:14,0.6
20191116 06:14,0.19
20191116 06:54,0.51
20191116 08:54,2.55
20191116 09:14,4.02
20191116 09:34,4.0
20191116 09:54,17.7
20191116 10:14,17.43
20191116 10:34,18.51
20191116 10:54,28.85
20191116 11:14,27.77
20191116 11:34,21.13
20191116 11:54,22.16
20191116 12:14,26.31
20191116 12:34,12.96
20191116 12:54,32.76
20191116 13:14,36.26
20191116 13:34,40.14
20191116 13:57,46.15
20191116 14:16,44.05
20191116 14:37,58.16
20191116 14:56,82.14
20191116 15:16,73.44
20191116 15:35,63.22
20191116 15:55,40.99
20191116 16:14,51.94
20191116 16:34,49.73
20191116 16:54,28.2
20191116 17:14,31.78
20191116 17:34,27.92
20191116 17:54,33.66
20191116 18:14,55.44
20191116 18:34,26.91
20191116 18:54,30.5
20191116 19:14,33.69
20191116 19:34,21.42
20191116 19:54,22.62
20191116 20:14,10.53
20191116 20:34,14.57
20191116 20:54,18.12
20191116 21:14,17.74
20191116 21:34,18.21
20191116 21:54,15.5
20191116 22:14,8.68
20191116 22:34,19.31
20191116 22:54,8.57
20191116 23:14,12.73
20191116 23:34,3.21
20191116 23:54,3.63
20191117 00:14,2.19
20191117 01:34,0.18
20191117 06:34,2.19
20191117 06:54,5.22
20191117 07:14,5.49
20191117 07:34,4.72
20191117 07:54,12.45
20191117 08:14,11.73
20191117 08:34,6.03
20191117 08:54,5.64
20191117 09:14,2.76
20191117 09:34,6.6
20191117 09:54,13.29
20191117 10:14,16.35
20191117 10:34,18.51
20191117 10:54,20.01
20191117 11:14,43.28
20191117 11:34,32.46
20191117 11:54,44.37
20191117 12:14,52.77
20191117 12:34,39.06
20191117 12:54,20.46
20191117 13:14,21.81
20191117 13:34,18.24
20191117 13:57,16.22
20191117 14:16,32.95
20191117 14:36,44.52
20191117 14:56,24.21
20191117 15:15,20.28
20191117 15:34,29.29
20191117 15:54,33.03
20191117 16:14,12.44
20191117 16:34,17.37
20191117 16:54,16.11
20191117 17:14,7.32
20191117 17:34,13.98
20191117 17:54,25.11
20191117 18:34,15.84
20191117 18:54,16.35
20191117 19:14,38.52
20191117 19:34,24.26
20191117 19:54,17.52
20191117 20:14,12.99
20191117 20:34,15.3
20191117 20:54,12.94
20191117 21:14,9.48
20191117 21:34,13.68
20191117 22:14,14.73
20191117 22:34,14.11
20191117 22:54,11.93
20191117 23:54,1.08
20191118 02:54,0.21
20191118 04:14,0.2
20191118 05:54,0.18
20191118 06:14,3.77
20191118 06:34,5.82
20191118 06:54,8.19
20191118 07:14,8.61
20191118 07:34,18.03
20191118 07:54,19.73
20191118 08:14,30.88
20191118 08:34,81.86
20191118 08:54,108.27
20191118 09:14,59.1
20191118 09:34,75.78
20191118 09:54,78.54
20191118 10:14,67.44
20191118 10:34,67.28
20191118 10:54,58.05
20191118 11:14,60.48
20191118 11:34,69.75
20191118 11:54,73.8
20191118 12:14,81.51
20191118 12:34,55.32
20191118 12:54,70.95
20191118 13:14,70.99
20191118 13:34,74.21
20191118 13:54,57.39
20191118 14:17,54.77
20191118 14:37,61.68
20191118 14:56,52.53
20191118 15:16,44.43
20191118 15:36,22.36
20191118 15:56,38.74
20191118 16:16,32.88
20191118 16:36,33.96
20191118 16:55,33.15
20191118 17:16,43.16
20191118 17:36,42.76
20191118 17:55,46.83
20191118 18:15,44.97
20191118 18:35,52.58
20191118 18:54,54.91
20191118 19:14,46.68
20191118 19:34,29.0
20191118 19:54,21.26
20191118 20:14,17.82
20191118 20:34,6.81
20191118 21:14,3.72
20191118 21:54,3.07
20191119 00:14,1.29
20191119 03:14,0.57
20191119 06:54,5.91
20191119 07:14,6.87
20191119 07:34,12.4
20191119 07:54,43.92
20191119 08:14,33.69
20191119 08:34,46.36
20191119 08:54,55.08
20191119 09:14,84.15
20191119 09:34,59.37
20191119 09:54,72.54
20191119 10:14,72.39
20191119 10:34,86.37
20191119 10:54,73.07
20191119 11:14,70.08
20191119 11:34,78.09
20191119 11:54,76.62
20191119 12:14,80.54
20191119 12:34,70.71
20191119 12:54,51.06
20191119 13:14,76.82
20191119 13:34,55.2
20191119 13:57,72.6
20191119 14:16,56.85
20191119 14:37,88.73
20191119 14:56,55.08
20191119 15:16,61.35
20191119 15:35,46.21
20191119 15:56,41.34
20191119 16:15,39.88
20191119 16:35,52.96
20191119 16:56,76.73
20191119 17:15,55.98
20191119 17:35,78.75
20191119 17:55,66.36
20191119 18:14,64.51
20191119 18:34,30.48
20191119 18:54,53.83
20191119 19:14,60.84
20191119 19:34,39.24
20191119 19:54,32.36
20191119 20:14,17.13
20191119 20:34,22.92
20191119 20:54,15.81
20191119 21:14,5.29
20191119 21:34,2.05
20191119 21:54,10.17
20191119 22:14,28.27
20191119 22:34,8.96
20191120 06:34,2.46
20191120 06:54,6.63
20191120 07:14,2.1
20191120 07:34,13.02
20191120 07:54,27.59
20191120 08:14,69.93
20191120 08:34,66.9
20191120 08:54,93.0
20191120 09:14,113.45
20191120 09:34,106.16
20191120 09:54,116.45
20191120 10:14,126.03
20191120 10:34,110.74
20191120 10:54,120.95
20191120 11:14,113.85
20191120 11:34,94.17
20191120 11:54,90.89
20191120 12:14,93.54
20191120 12:34,70.2
20191120 12:54,84.33
20191120 13:14,66.36
20191120 13:34,56.99
20191120 13:56,78.3
