2021-11-22,ID,Jakarta,dew,26,23.5,25.0,24.0,1.2
2020-04-20,ID,Jakarta,wind-gust,24,0.8,11.5,4.0,106.22
2022-11-16,ID,Jakarta,pm25,71,25.0,168.0,61.0,7947.41
2020-08-31,ID,Jakarta,wind-speed,61,0.2,8.3,2.9,60.33
2019-08-03,ID,Jakarta,pm10,69,58.0,183.0,72.0,6224.88
2022-09-05,ID,Jakarta,pm25,70,70.0,160.0,114.0,5975.25
2020-10-30,ID,Jakarta,pressure,72,1010.7,1015.1,1012.3,19.27
2020-01-26,ID,Jakarta,humidity,57,56.9,97.2,86.7,1531.08
2022-06-16,ID,Jakarta,pressure,72,1011.2,1014.2,1012.8,8.52
2019-06-27,ID,Jakarta,wind-speed,72,1.0,1.0,1.0,0.0
2019-06-15,ID,Jakarta,wind-speed,72,0.5,5.0,1.7,16.85
2022-06-02,ID,Jakarta,humidity,72,42.8,99.0,82.5,3934.0
2021-04-02,ID,Jakarta,dew,26,20.5,24.0,22.0,11.85
2020-06-29,ID,Jakarta,pm25,29,99.0,172.0,155.0,3264.63
2022-03-22,ID,Jakarta,temperature,63,25.0,35.0,28.6,58.15
2022-03-15,ID,Jakarta,dew,24,23.5,25.5,24.5,3.41
2023-03-04,ID,Jakarta,pressure,72,1010.0,1015.0,1012.5,17.68
2020-01-04,ID,Jakarta,pm25,48,55.0,152.0,85.0,7188.08
2019-06-02,ID,Jakarta,pm25,69,7.0,167.0,132.0,11261.5
2022-07-12,ID,Jakarta,wind-speed,69,1.0,7.7,2.8,34.65
2022-06-23,ID,Jakarta,pressure,72,1010.3,1014.9,1012.8,16.32
2020-06-28,ID,Jakarta,wind-speed,52,0.7,5.3,2.3,15.39
2021-02-02,ID,Jakarta,wind-gust,24,0.9,12.6,5.1,128.35
2020-03-19,ID,Jakarta,humidity,72,57.4,100.0,83.0,1318.17
2018-06-20,ID,Jakarta,temperature,72,25.8,35.6,29.0,114.95
2022-08-06,ID,Jakarta,pressure,72,1007.0,1012.0,1010.0,16.02
2023-05-22,ID,Jakarta,pressure,72,1009.5,1013.0,1011.5,11.51
2023-01-24,ID,Jakarta,pressure,72,1004.0,1008.0,1007.0,12.94
2022-07-01,ID,Jakarta,temperature,72,24.6,35.4,28.5,123.68
2021-10-20,ID,Jakarta,wind-speed,69,0.1,5.9,1.7,29.1
2021-08-10,ID,Jakarta,pm10,69,11.0,62.0,30.0,2670.77
2019-07-26,ID,Jakarta,temperature,72,24.0,34.2,27.7,97.8
2021-09-02,ID,Jakarta,wind-gust,23,0.1,8.7,2.8,65.05
2020-11-30,ID,Jakarta,wind-gust,24,3.4,13.9,6.7,58.87
2021-03-24,ID,Jakarta,pm25,59,1.0,89.0,42.0,4468.31
2020-06-16,ID,Jakarta,pm10,54,37.0,89.0,54.0,2163.27
2020-07-06,ID,Jakarta,pm10,69,30.0,96.0,52.0,1931.16
2023-03-17,ID,Jakarta,dew,54,21.0,25.0,23.0,11.08
2021-11-20,ID,Jakarta,temperature,64,24.0,36.1,26.0,128.78
2021-01-13,ID,Jakarta,pm10,69,13.0,56.0,27.0,1558.5
2021-01-23,ID,Jakarta,temperature,64,24.0,33.8,28.0,69.04
2023-03-24,ID,Jakarta,pressure,45,1005.0,1010.0,1008.5,27.27
2023-04-01,ID,Jakarta,humidity,51,62.0,94.0,78.0,692.84
2019-02-08,ID,Jakarta,pressure,72,1013.6,1017.3,1015.8,12.72
2021-06-24,ID,Jakarta,temperature,63,24.0,33.2,27.0,53.38
2021-07-03,ID,Jakarta,wind-speed,47,0.4,6.5,3.0,28.83
2021-02-08,ID,Jakarta,pressure,72,1006.0,1012.9,1010.0,36.38
2019-04-08,ID,Jakarta,pm25,24,57.0,153.0,102.0,6284.28
2021-03-19,ID,Jakarta,dew,36,23.0,26.0,23.5,6.92
2021-11-19,ID,Jakarta,pm10,21,1.0,12.0,7.0,197.14
2021-03-02,ID,Jakarta,temperature,63,25.0,34.1,27.7,83.25
2020-05-05,ID,Jakarta,pm25,48,34.0,153.0,95.0,11009.0
2019-03-16,ID,Jakarta,pressure,72,1013.4,1018.6,1015.9,20.16
2023-08-28,ID,Jakarta,humidity,60,43.0,88.0,62.5,2032.88
2020-07-27,ID,Jakarta,pressure,58,1007.0,1014.2,1010.3,44.07
2020-12-02,ID,Jakarta,pm25,60,10.0,182.0,61.0,12722.4
2019-12-04,ID,Jakarta,pm25,48,34.0,167.0,112.0,13033.4
2023-09-02,ID,Jakarta,pm25,69,90.0,171.0,139.0,4915.14
2021-06-20,ID,Jakarta,dew,20,24.0,25.0,24.0,2.0
2021-12-07,ID,Jakarta,humidity,23,74.0,100.0,91.0,890.49
2020-09-29,ID,Jakarta,temperature,62,24.0,35.6,29.0,100.22
2022-04-03,ID,Jakarta,pm25,71,9.0,112.0,42.0,3559.46
2023-04-30,ID,Jakarta,pressure,60,1004.0,1008.0,1007.0,20.31
2023-08-27,ID,Jakarta,pm10,66,7.0,448.0,64.0,68881.8
2022-12-14,ID,Jakarta,pressure,72,1008.8,1012.9,1011.1,14.01
2020-07-14,ID,Jakarta,pressure,58,1007.0,1013.5,1009.9,39.04
2018-05-26,ID,Jakarta,pressure,72,1006.0,1010.0,1008.0,18.22
2022-08-14,ID,Jakarta,wind-speed,72,1.2,8.4,2.8,40.35
2023-01-31,ID,Jakarta,pm25,71,56.0,155.0,95.0,7305.42
2023-05-21,ID,Jakarta,dew,72,22.0,27.0,24.5,13.62
2019-03-18,ID,Jakarta,humidity,72,43.4,89.6,77.0,2152.14
2022-02-23,ID,Jakarta,wind-speed,51,1.5,5.1,3.6,9.58
2020-07-26,ID,Jakarta,dew,32,18.0,21.0,19.5,8.78
2023-06-10,ID,Jakarta,wind-speed,51,0.7,5.1,2.0,15.65
2022-01-18,ID,Jakarta,pressure,42,1007.0,1013.1,1010.0,21.73
2020-01-17,ID,Jakarta,humidity,72,56.7,85.0,70.7,1063.87
2023-03-04,ID,Jakarta,temperature,72,25.0,29.5,26.0,25.07
2021-04-24,ID,Jakarta,wind-speed,59,0.1,6.3,1.5,26.29
2022-03-19,ID,Jakarta,temperature,62,25.5,36.8,29.0,92.98
2023-02-03,ID,Jakarta,dew,54,22.5,25.0,24.5,5.45
2021-11-18,ID,Jakarta,pm25,48,21.0,164.0,95.0,19893.7
2021-12-22,ID,Jakarta,pm10,21,25.0,60.0,53.0,1706.57
2022-03-02,ID,Jakarta,humidity,49,31.0,94.0,72.0,2498.17
2019-06-17,ID,Jakarta,pressure,72,1010.9,1014.9,1013.5,14.97
